task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
navi_bench/craigslist/cars_trucks/10,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find sedans with automatic transmission under $12,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_bodytype=8&auto_transmission=1&max_price=12000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/11,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse minivans with images from dealers."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_bodytype=5&hasPic=1&purveyor=dealer#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/12,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find 4WD vehicles with images under $25,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_drivetrain=3&hasPic=1&max_price=25000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,medium,null,0,validation,null
navi_bench/craigslist/cars_trucks/13,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse rear-wheel drive cars sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_drivetrain=2&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,medium,null,0,validation,null
navi_bench/craigslist/cars_trucks/14,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find front-wheel drive sedans under $15,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_drivetrain=1&auto_bodytype=8&max_price=15000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/15,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find cars with clean title under $8,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?srchType=T&max_price=8000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/16,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse salvage title vehicles under $5,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_title_status=2&max_price=5000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,medium,null,0,validation,null
navi_bench/craigslist/cars_trucks/17,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find cars from 2020 or newer with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?min_auto_year=2020&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,medium,null,0,validation,null
navi_bench/craigslist/cars_trucks/18,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse classic cars from 1990 or older."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?max_auto_year=1990&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,medium,null,0,validation,null
navi_bench/craigslist/cars_trucks/19,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find cars between 2015-2020 under $20,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?min_auto_year=2015&max_auto_year=2020&max_price=20000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/20,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find low mileage cars under 50,000 miles with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?max_auto_miles=50000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,medium,null,0,validation,null
navi_bench/craigslist/cars_trucks/21,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse cars with less than 100,000 miles under $15,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?max_auto_miles=100000&max_price=15000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/22,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find white cars with images under $20,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_paint=10&hasPic=1&max_price=20000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/23,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse black SUVs sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_paint=1&auto_bodytype=10&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/24,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find red convertibles with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_paint=8&auto_bodytype=2&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/25,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find Toyota Camry with automatic transmission, under 80,000 miles, priced between $10,000 and $20,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_make_model=toyota%20camry&auto_transmission=1&max_auto_miles=80000&min_price=10000&max_price=20000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/26,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse Honda CR-V SUVs with 4WD, from 2018 or newer, with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_make_model=honda%20cr-v&auto_bodytype=10&auto_drivetrain=3&min_auto_year=2018&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/27,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find Ford F-150 trucks with clean title, diesel, under $35,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_make_model=ford%20f-150&auto_bodytype=7&srchType=T&auto_fuel_type=2&max_price=35000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/28,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Search for electric SUVs from 2021 or newer with images sorted by lowest price."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_fuel_type=4&auto_bodytype=10&min_auto_year=2021&hasPic=1&sort=priceasc#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/29,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find manual transmission sports cars under $30,000 from owners with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_transmission=2&auto_bodytype=3&max_price=30000&purveyor=owner&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/30,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find cars under $5,000 sorted by lowest price with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?max_price=5000&sort=priceasc&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,medium,null,0,validation,null
navi_bench/craigslist/cars_trucks/31,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse SUVs sorted by newest listings first."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_bodytype=10&sort=date&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,medium,null,0,validation,null
navi_bench/craigslist/cars_trucks/32,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find BMW 3 Series with images under $25,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_make_model=bmw%203%20series&hasPic=1&max_price=25000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/33,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse Tesla Model 3 electric cars from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_make_model=tesla%20model%203&auto_fuel_type=4&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/34,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find Jeep Wrangler with 4WD under $30,000 with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_make_model=jeep%20wrangler&auto_drivetrain=3&max_price=30000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/35,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Search for Mazda Miata convertibles with manual transmission."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_make_model=mazda%20miata&auto_bodytype=2&auto_transmission=2#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/36,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find Chevrolet Silverado trucks from 2019 or newer under $40,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_make_model=chevrolet%20silverado&auto_bodytype=7&min_auto_year=2019&max_price=40000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/37,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find budget cars under $3,000 with images and clean title."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?max_price=3000&hasPic=1&srchType=T#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/38,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse cars under $1,500 from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?max_price=1500&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,medium,null,0,validation,null
navi_bench/craigslist/cars_trucks/39,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Find Mercedes-Benz with images priced between $20,000 and $50,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_make_model=mercedes&hasPic=1&min_price=20000&max_price=50000#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/cars_trucks/40,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/cta"", ""task"": ""Browse Audi sedans with automatic transmission from dealers."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/cta?auto_make_model=audi&auto_bodytype=8&auto_transmission=1&purveyor=dealer#search=2~gallery~0""]]}",real,craigslist,marketplace,cars_trucks,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/0,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find Harley-Davidson motorcycles with images priced under $15,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=harley&hasPic=1&max_price=15000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/1,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse Honda motorcycles sold by owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=honda&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/2,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find Yamaha motorcycles in excellent condition."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=yamaha&condition=30#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/3,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Search for Kawasaki Ninja motorcycles with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=kawasaki%20ninja&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/4,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse Suzuki motorcycles priced between $3,000 and $8,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?auto_make_model=suzuki&min_price=3000&max_price=8000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/5,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find motorcycles from 2020 or newer with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?min_auto_year=2020&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/6,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse vintage motorcycles from 1990 or older."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?max_auto_year=1990&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/7,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find motorcycles between 2015-2020 under $10,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?min_auto_year=2015&max_auto_year=2020&max_price=10000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/8,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find low mileage motorcycles under 10,000 miles with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?max_auto_miles=10000&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/9,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse motorcycles with less than 20,000 miles under $8,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?max_auto_miles=20000&max_price=8000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/10,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find new condition motorcycles with images."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?condition=10&hasPic=1#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
navi_bench/craigslist/motorcycles/11,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Browse like-new motorcycles under $12,000."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?condition=20&max_price=12000#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,hard,null,0,validation,null
navi_bench/craigslist/motorcycles/12,"{""_target_"": ""navi_bench.craigslist.craigslist_url_match.generate_task_config"", ""url"": ""https://sfbay.craigslist.org/search/mca"", ""task"": ""Find motorcycles in good condition from owners."", ""location"": ""San Francisco, CA, United States"", ""timezone"": ""America/Los_Angeles"", ""gt_urls"": [[""https://sfbay.craigslist.org/search/mca?condition=40&purveyor=owner#search=2~gallery~0""]]}",real,craigslist,marketplace,motorcycles,medium,null,0,validation,null
